 新海大一居 可改两居 业主 房子满五年,260万,67平方米,马驹桥-马驹桥新桥右侧(通黄路和兴华中街交汇处东北向
 首开.知语城 东北 户型方正 看房方便 诚售 出行方便,680万,90平方米,湖光中街与望京西路交叉路口望京-望京区域的西南角 
 南向2居!紫金长安+观景层+户型方正+双卫+保养新+钥匙看房,1360万,102平方米,五棵松-西翠路17号院
 别公司没有 单价8万 南北通透 大两居 我有钥匙 随时看房,1249万,147平方米,望京-望京北小河森林公园东侧
 急!国瑞城 正南一居 满五年一套房 落地阳台 业主用钱方便看,572万,58.5平方米,崇文门-东花市街道花市西大街
 田家园四区 2居室 精装修 满五年 195万 看上房价格可议!!,198万,90.47平方米,大窦窦店-房山区窦店镇田家园小区(窦店镇镇政府北 
 望京路10号院 一居室 带大阳台 装修好,400万,50.92平方米,望京-望京广顺南大街北口华联商厦对面
诚售临地铁正规一居 江山赋 ,300万,57.31平方米,后沙峪-后沙峪镇后沙峪裕华路东侧
1560万随时看 精装现房转卖 新世界丽樽一期业主 ,1599万,412平方米,中央别墅区-京承高速8号出口路东
 金色21 万象新天精装三居室 户型通透格局佳 满五 免个税,730万,148.8平方米,常营-朝阳区朝阳北路东苇路交汇处
 正规三居室 中高层 全天采光 带车位 一个你想要的,1330万,141.16平方米,世纪城-远大南街和远大中路交汇处东南
 户型方正 楼 视野开阔 小区,1269万,132.4平方米,广安门-广外大街305号
 保利花园 980路沿线 电梯社区 大三居 精装修,310万,127平方米,宾阳-密云沙河早市东口东侧
 紫宸苑 70年住宅 低密度带电梯洋房 三居室可按揭,580万,130平方米,南海子公园南侧亦庄-瀛海镇104国道以东 
 方庄 刘家窑站西 南北满两年通透三居室 业主委托出售,769万,141.19平方米,刘家窑-同仁东路与顺三条交叉口南20米路西
 首开璞�v66平一居室 朝西向 精壮修 看房方便 小区内小户型,650万,66.29平方米,方庄-方庄紫芳园四区(方庄桥北行250米路东)
 新上一居 南向精品装修 户型方正 高楼层视野好 稳定出售,295万,50.99平方米,东八里庄-十里堡地铁站向北100米路西
随时签约业主诚意单价5万2南北大三居富力又一城 东五环 ,780万,149.79平方米,豆各庄-大鲁店北路北侧黄厂南里1号院
看房方便业主诚意出售 �w价实房 三面观景大四居 ,2000万,282.09平方米,百子湾-区南磨房东四环窑洼湖公园旁(劲松桥往东)
 环球影城地铁七号线南北两居,338万,56.22平方米,梨园-八通轻轨沿线临河里站南300米
全明格局。5居室设计21米面宽 望京新盘!独栋别墅 ,6980万,623.89平方米,望京-南影路(加洲阳光花园网球场东北侧120米)
 全南向两居低楼层,480万,93.85平方米,丰台体育馆-卢沟桥路与程庄路交汇处西行240米路南
 都市心海岸错层三居 南北通透 客厅3.8米 安静不临街,999万,161.82平方米,望京-望京阜通西大街18号
 建欣苑四里 精装的两居室 户型方正,335万,68平方米,大红门-大红门西路4号
一梯两户带南北双花园 万柳康桥水郡:南北通透 ,1580万,127.48平方米,万柳-泉宗路10号昆玉河东侧
 九章临湖别墅:花园2000平:急用钱急售:位置好:有钥匙随时看房,5000万,610平方米,首都机场高速南侧孙河-东苇路3号 
 复式四居室+双客厅+百万装修+5.9米+带车位+落地窗+亚运村,2000万,239.35平方米,北苑红军营南路北苑-亚运村正北3.5公里 
 沁春家园南北通透两居室精装修业主诚心出售随时签约,550万,81.78平方米,西三旗-西三旗转盘东路3号
采光好视野广阔观景落地飘窗 服务费一个点 时尚大两居 ,810万,112.28平方米,田村-旱河路和田村路交汇处的西北角
无中间费用单价5.5万 西四环(国风长安)首付160万 ,480万,89平方米,鲁谷-鲁谷南路20号院
安静不临街满五一梯两户通透两居 沿海三期 ,580万,89.29平方米,百子湾-广渠东路33号(广渠路与百子湾路交汇处)
 1%服务费 京承高速咫尺之遥的森林城市 高品质低密度 安静,2550万,346平方米,中央别墅区-后沙浴镇古城村火沙路南侧
 爱上幸福的家 金隅景和园南向两居室满五年带电梯,420万,87.44平方米,东坝-东坝乡高杨树村
 新增房源+长阳半岛南北向3居+满五年一套住房+随时看房,450万,98平方米,京良环岛东行约3公里长阳-长阳镇京良路南侧 
 2玉兰湾 3室1厅 738万,738万,124.86平方米,九棵树-北京CBD九棵树家乐福东300米
 汤联排别墅 190平米 带花园 温泉入户 实景拍摄,690万,190平方米,大柳树环岛向西1000米小汤山-小汤山镇中心区南侧 
全套地暖客厅挑空 豪.宅天下垄上二期特 价豪.装临水系 ,1560万,555平方米,小汤山-小汤山镇南侧立汤路9号
坐拥7大公园 小区北门就是人-大-附的豪华合院 ,800万,192平方米,京石高速-王佐桥西500米
 旧宫 清欣园 南北通透 电梯两居室 93平米 带落地窗 飘窗,420万,93.97平方米,旧宫-旧宫镇旧宫西路5号
 管庄、柏林爱乐、全南向两居室、高楼层、视野好、价格美丽!,558万,100.67平方米,管庄-北京市朝阳区朝阳北路22号院
 花园洋房 大三居 保养好 停车方便 软件园 16号 中海枫涟,1200万,142平方米,西北旺-西北旺镇区永丰路西百旺新城
 格兰山水一期+南北通透户型+低楼层+格兰可贷款的房子,360万,104平方米,延庆城区-北京市延庆县高塔路北三里河路东
 首付150万、华龙美树南向一居室 视野好 满五年,352万,56.13平方米,管庄-建国路15号院
 万科打造+精装修 + 三轨交汇+首付280万 +送50平花园,675万,128平方米,次渠-东五环京津高速东石村桥东南700米(京津高速
 上河湾 惊爆价 格局好 采光好 看房我有钥匙,205万,88.1平方米,白河西侧鼓楼-白云街北侧(滨河大桥向北1500米 
 丰台玉泉营首经贸丽泽商务区地理位置优越配套齐全南北通透带明卫,880万,131.35平方米,玉泉营-夏家胡同芳菲路88号院
送地下车位新上南北两居+书房格林莱雅板楼社区 华侨城东 ,880万,125平方米,垡头-金蝉里22号院
